"place_id","zipcode","supermarket_type","market_name","latitude","longitude","website_url","property_address","map_url","phone"
"ChIJ7TpcsqAG9YgRWVBOQwzGT0A","30324","pharmacy","Publix Pharmacy at Ponce","33.7730137","-84.3544955","http://www.publix.com/","1001 Ponce De Leon Ave NE, Atlanta, GA 30306, USA","https://maps.google.com/?cid=4634140297558642777","(404) 898-0360"
"ChIJvwJ5vOsO9YgRwKBhwmjp39Q","30324","grocery_or_supermarket","TURKISH GROCERY STORE","33.9101896","-84.3791999","http://bakkalinternational.com/","5690 Roswell Rd, Sandy Springs, GA 30342, USA","https://maps.google.com/?cid=15339235491994247360","(404) 847-9942"
"ChIJFzOCpqqp9YgRbT2T02uEjqY","30324","convenience_store","African & International Market, LLC","33.7950683","-84.22792199999999","","5064 Memorial Dr, Stone Mountain, GA 30083, USA","https://maps.google.com/?cid=12001675655634959725","(404) 294-0911"
"ChIJe8BxQRKn9YgR-uZmvmo9R08","30324","grocery_or_supermarket","Leon International Foods","33.898299","-84.24527069999999","http://www.leoninternationalfoods.com/","4000 Pleasantdale Rd, Doraville, GA 30340, USA","https://maps.google.com/?cid=5712602181013006074","(770) 416-6620"
"ChIJf0XhHPEQ9YgRS0ftb-9Bvdo","30324","grocery_or_supermarket","Nam Dae Mun Farmers Market","33.8822287","-84.48760419999999","http://www.ndmmarket.com/","2350 Spring Rd SE, Smyrna, GA 30096, USA","https://maps.google.com/?cid=15761826767497414475","(678) 309-0007"
"ChIJTdU_aYP99IgRPbtb5c7AfuI","30324","grocery_or_supermarket","International Food Concepts","33.6597091","-84.39355569999999","http://www.ifcgourmet.com/","3485 Empire Way SW # A, Atlanta, GA 30354, USA","https://maps.google.com/?cid=16320694094481046333","(404) 766-3000"
"ChIJoXe78d4J9YgRxbh9u0IqCK4","30324","food","Buford Highway Farmers Market","33.9058031","-84.27418449999999","http://www.aofwc.com/","5600 Buford Hwy NE, Atlanta, GA 30340, USA","https://maps.google.com/?cid=12540319628514932933","(770) 455-0770"
"ChIJVWfvp7Cp9YgROU2FCJctv_g","30324","grocery_or_supermarket","Al-Salam International Groceries","33.7852631","-84.2430603","http://www.al-salamstore.com/","3711 N Decatur Rd, Decatur, GA 30032, USA","https://maps.google.com/?cid=17924095168664128825","(404) 297-8163"
"ChIJJ4zGwBqm9YgRLgTjpYfw9BM","30324","food","Acro International Food Distribution","33.857192","-84.1895289","","2689 Mountain Industrial Blvd, Tucker, GA 30084, USA","https://maps.google.com/?cid=1438038646432400430","(770) 934-2345"
"ChIJx_ESUzwC9YgR5eWuH0dyTmg","30324","food","Reliv International (Independant Distribubutors)","33.693615","-84.367767","http://www.healthyme.reliv.com/","5656 Jonesboro Rd, Atlanta, GA 30315, USA","https://maps.google.com/?cid=7516070477927736805",""
"ChIJw8v3-u8G9YgRyQ3sflu7wUk","30322","grocery_or_supermarket","KHI International Trade","33.7880088","-84.3229958","http://www.khinternational.com/","1649 N Decatur Rd, Atlanta, GA 30307, USA","https://maps.google.com/?cid=5314735036919713225","(404) 920-1572"
"ChIJ03mBjoIH9YgRmlvPFl07b60","30322","grocery_or_supermarket","Cherians International Groceries","33.7986531","-84.2794785","http://www.cherians.com/","751 Dekalb Industrial Way, Decatur, GA 30033, USA","https://maps.google.com/?cid=12497272761977101210","(404) 299-0842"
"ChIJXZyZ4wQH9YgROIsiY4eBy0M","30322","pharmacy","Publix Pharmacy at Emory Commons","33.7899237","-84.3044281","http://www.publix.com/","2155 N Decatur Rd, Decatur, GA 30033, USA","https://maps.google.com/?cid=4885140639297211192","(404) 638-6166"
"ChIJVWfvp7Cp9YgROU2FCJctv_g","30322","grocery_or_supermarket","Al-Salam International Groceries","33.7852631","-84.2430603","http://www.al-salamstore.com/","3711 N Decatur Rd, Decatur, GA 30032, USA","https://maps.google.com/?cid=17924095168664128825","(404) 297-8163"
"ChIJe1uH0s4J9YgRO4E14TmH6Cg","30322","grocery_or_supermarket","International Food Store","33.8957065","-84.2849677","","3651 Shallowford Rd, Atlanta, GA 30340, USA","https://maps.google.com/?cid=2947754638775255355","(678) 691-2235"
"ChIJ8eJWC7MH9YgRnymbTpE9jc8","30322","pharmacy","Publix Pharmacy at Toco Hills Shopping Center","33.8135575","-84.3113602","http://www.publix.com/","2969 N Druid Hills Rd NE, Atlanta, GA 30329, USA","https://maps.google.com/?cid=14955677631865629087","(404) 638-6252"
"ChIJpev6ULup9YgRPPGAE_jRV6k","30322","store","US Meat International","33.780891","-84.23965200000001","","4604 Memorial Dr, Decatur, GA 30032, USA","https://maps.google.com/?cid=12202452578792960316","(404) 296-5116"
"ChIJ1XkZlusO9YgR-fEnXcILd20","30322","grocery_or_supermarket","BAKKAL INT'L FOODS","33.9102168","-84.3792036","http://www.bakkalinternational.com/","5690 Roswell Rd #100, Sandy Springs, GA 30342, USA","https://maps.google.com/?cid=7887786201777172985","(404) 847-9942"
"ChIJe8BxQRKn9YgR-uZmvmo9R08","30322","grocery_or_supermarket","Leon International Foods","33.898299","-84.24527069999999","http://www.leoninternationalfoods.com/","4000 Pleasantdale Rd, Doraville, GA 30340, USA","https://maps.google.com/?cid=5712602181013006074","(770) 416-6620"
"ChIJjT0jjN4J9YgR69a_iydumKw","30322","grocery_or_supermarket","Buford International Market","33.9058298","-84.2742598","http://www.aofwc.com/","ne 30340, 5600 Buford Hwy NE, Doraville, GA 30340, USA","https://maps.google.com/?cid=12436811487111010027","(770) 455-0770"
"ChIJ03mBjoIH9YgRmlvPFl07b60","30002","grocery_or_supermarket","Cherians International Groceries","33.7986531","-84.2794785","http://www.cherians.com/","751 Dekalb Industrial Way, Decatur, GA 30033, USA","https://maps.google.com/?cid=12497272761977101210","(404) 299-0842"
"ChIJmWTsiqqp9YgRaQ1pYe8rmrE","30002","grocery_or_supermarket","Zamzam International Foods","33.7927634","-84.22905299999999","","5030 Memorial Dr, Stone Mountain, GA 30083, USA","https://maps.google.com/?cid=12797589598258138473","(404) 297-8976"
"ChIJFzOCpqqp9YgRbT2T02uEjqY","30002","convenience_store","African & International Market, LLC","33.7950683","-84.22792199999999","","5064 Memorial Dr, Stone Mountain, GA 30083, USA","https://maps.google.com/?cid=12001675655634959725","(404) 294-0911"
"ChIJVWfvp7Cp9YgROU2FCJctv_g","30002","grocery_or_supermarket","Al-Salam International Groceries","33.7852631","-84.2430603","http://www.al-salamstore.com/","3711 N Decatur Rd, Decatur, GA 30032, USA","https://maps.google.com/?cid=17924095168664128825","(404) 297-8163"
"ChIJw8v3-u8G9YgRyQ3sflu7wUk","30002","grocery_or_supermarket","KHI International Trade","33.7880088","-84.3229958","http://www.khinternational.com/","1649 N Decatur Rd, Atlanta, GA 30307, USA","https://maps.google.com/?cid=5314735036919713225","(404) 920-1572"
"ChIJe1uH0s4J9YgRO4E14TmH6Cg","30002","grocery_or_supermarket","International Food Store","33.8957065","-84.2849677","","3651 Shallowford Rd, Atlanta, GA 30340, USA","https://maps.google.com/?cid=2947754638775255355","(678) 691-2235"
"ChIJfS6vlxqm9YgRZWwSrjJwm1g","30002","grocery_or_supermarket","Commerce International, Inc.","33.8490384","-84.197717","http://commercefood.com/","-4744, 4650 Hugh Howell Rd, Tucker, GA 30084, USA","https://maps.google.com/?cid=6384820259698928741","(678) 580-2319"
"ChIJjT0jjN4J9YgR69a_iydumKw","30002","grocery_or_supermarket","Buford International Market","33.9058298","-84.2742598","http://www.aofwc.com/","ne 30340, 5600 Buford Hwy NE, Doraville, GA 30340, USA","https://maps.google.com/?cid=12436811487111010027","(770) 455-0770"
"ChIJe8BxQRKn9YgR-uZmvmo9R08","30002","grocery_or_supermarket","Leon International Foods","33.898299","-84.24527069999999","http://www.leoninternationalfoods.com/","4000 Pleasantdale Rd, Doraville, GA 30340, USA","https://maps.google.com/?cid=5712602181013006074","(770) 416-6620"
"ChIJOwmMtJ4O9YgRgi9BMj1nNiQ","30328","grocery_or_supermarket","Shahrzad","33.9307585","-84.37907349999999","http://www.shahrzad.com/","6435 Roswell Rd, Atlanta, GA 30328, USA","https://maps.google.com/?cid=2609386546641579906","(404) 257-9045"
"ChIJ1XkZlusO9YgR-fEnXcILd20","30328","grocery_or_supermarket","BAKKAL INT'L FOODS","33.9102168","-84.3792036","http://www.bakkalinternational.com/","5690 Roswell Rd #100, Sandy Springs, GA 30342, USA","https://maps.google.com/?cid=7887786201777172985","(404) 847-9942"
"ChIJvwJ5vOsO9YgRwKBhwmjp39Q","30328","grocery_or_supermarket","TURKISH GROCERY STORE","33.9101896","-84.3791999","http://bakkalinternational.com/","5690 Roswell Rd, Sandy Springs, GA 30342, USA","https://maps.google.com/?cid=15339235491994247360","(404) 847-9942"
"ChIJV4dewpkO9YgRg240W67FCMw","30328","grocery_or_supermarket","Trader Joe's","33.926269","-84.378101","http://www.traderjoes.com/","6277 Roswell Rd NE, Sandy Springs, GA 30328, USA","https://maps.google.com/?cid=14702218336196128387","(404) 236-2414"
"ChIJU23DZekO9YgRiSbtwDAcKNs","30328","bakery","Publix Super Market at The Prado","33.907168","-84.37921229999999","http://www.publix.com/","5630 Roswell Rd, Sandy Springs, GA 30342, USA","https://maps.google.com/?cid=15791903089095419529","(404) 497-9319"
"ChIJCdxL-VUP9YgROLAI9-DwYrk","30328","point_of_interest","Franchise Direct USA, Inc.","33.92017299999999","-84.36167130000001","http://www.franchisedirect.com/","750 Hammond Dr #350, Atlanta, GA 30328, USA","https://maps.google.com/?cid=13358504293742194744","(844) 294-6258"
"ChIJRzp7a5QO9YgRTeyoOkbsYwc","30328","grocery_or_supermarket","Whole Foods Market","33.9176936","-84.37979659999999","http://www.wholefoodsmarket.com/stores/sandysprings?s=SDY","5930 Roswell Rd, Atlanta, GA 30328, USA","https://maps.google.com/?cid=532528967335865421","(404) 236-0810"
"ChIJpwPqjuMO9YgRzzrnJbsEjck","30328","point_of_interest","AJC International Inc","33.9347592","-84.3545132","http://www.ajcfood.com/","1000 Abernathy Rd NE # 600, Atlanta, GA 30328, USA","https://maps.google.com/?cid=14523269575181023951","(404) 252-6750"
"ChIJG54DsEwJ9YgRvqcWf9YPm-c","30328","pharmacy","Publix Pharmacy at Perimeter","33.920056","-84.352644","http://www.publix.com/","1100 Hammond Dr NE Ste 300, Sandy Springs, GA 30328, USA","https://maps.google.com/?cid=16688950258081114046","(678) 443-2106"
"ChIJw_otl20M9YgRV8jnMWzAaWM","30328","bakery","Publix Super Market at Trowbridge Crossing","33.96095289999999","-84.3638711","http://www.publix.com/","7525 Roswell Rd NE, Sandy Springs, GA 30350, USA","https://maps.google.com/?cid=7163468253235759191","(678) 443-8980"
"ChIJe1uH0s4J9YgRO4E14TmH6Cg","30328","grocery_or_supermarket","International Food Store","33.8957065","-84.2849677","","3651 Shallowford Rd, Atlanta, GA 30340, USA","https://maps.google.com/?cid=2947754638775255355","(678) 691-2235"
"ChIJrR8E0ZMO9YgRE8nDOh2zbn0","30328","grocery_or_supermarket","Kroger","33.9202912","-84.38134099999999","https://www.kroger.com/?cid=PDM-KROGER.GMB-LOCAL","227 Sandy Springs Pl NE, Sandy Springs, GA 30328, USA","https://maps.google.com/?cid=9038358440300497171","(404) 256-3434"
"ChIJf0XhHPEQ9YgRS0ftb-9Bvdo","30328","grocery_or_supermarket","Nam Dae Mun Farmers Market","33.8822287","-84.48760419999999","http://www.ndmmarket.com/","2350 Spring Rd SE, Smyrna, GA 30096, USA","https://maps.google.com/?cid=15761826767497414475","(678) 309-0007"
"ChIJXSD4M7gT9YgRrnIj4pK-fwA","30328","grocery_or_supermarket","Vatan International Grocery","33.9677192","-84.491394","","2133 Roswell Rd, Marietta, GA 30062, USA","https://maps.google.com/?cid=35956860110729902","(770) 578-4235"
"ChIJJyI9ue109YgRoff4qPee5c4","30328","grocery_or_supermarket","Super Global International Food Market","34.054059","-84.3287","","11235 Alpharetta Hwy # 111, Roswell, GA 30076, USA","https://maps.google.com/?cid=14908496928008894369","(770) 619-2966"
"ChIJ03mBjoIH9YgRmlvPFl07b60","30328","grocery_or_supermarket","Cherians International Groceries","33.7986531","-84.2794785","http://www.cherians.com/","751 Dekalb Industrial Way, Decatur, GA 30033, USA","https://maps.google.com/?cid=12497272761977101210","(404) 299-0842"
"ChIJoXe78d4J9YgRxbh9u0IqCK4","30328","food","Buford Highway Farmers Market","33.9058031","-84.27418449999999","http://www.aofwc.com/","5600 Buford Hwy NE, Atlanta, GA 30340, USA","https://maps.google.com/?cid=12540319628514932933","(770) 455-0770"
"ChIJjT0jjN4J9YgR69a_iydumKw","30328","grocery_or_supermarket","Buford International Market","33.9058298","-84.2742598","http://www.aofwc.com/","ne 30340, 5600 Buford Hwy NE, Doraville, GA 30340, USA","https://maps.google.com/?cid=12436811487111010027","(770) 455-0770"
"ChIJPeSPhHIV9YgRQ1kUWWaoUqM","30328","grocery_or_supermarket","International Supermarket","34.00528600000001","-84.601614","","1768 N Roberts Rd, Kennesaw, GA 30144, USA","https://maps.google.com/?cid=11768653933807163715","(770) 795-0844"
"ChIJicJ1MNwQ9YgRmXhxnhegdJ8","30328","grocery_or_supermarket","Cayce Foods Inc","33.8909654","-84.5039525","http://www.caycefoods.com/","1680 Roswell St SE, Smyrna, GA 30080, USA","https://maps.google.com/?cid=11489984572631906457","(770) 432-6967"
"ChIJw8v3-u8G9YgRyQ3sflu7wUk","30329","grocery_or_supermarket","KHI International Trade","33.7880088","-84.3229958","http://www.khinternational.com/","1649 N Decatur Rd, Atlanta, GA 30307, USA","https://maps.google.com/?cid=5314735036919713225","(404) 920-1572"
"ChIJ03mBjoIH9YgRmlvPFl07b60","30329","grocery_or_supermarket","Cherians International Groceries","33.7986531","-84.2794785","http://www.cherians.com/","751 Dekalb Industrial Way, Decatur, GA 30033, USA","https://maps.google.com/?cid=12497272761977101210","(404) 299-0842"
"ChIJe1uH0s4J9YgRO4E14TmH6Cg","30329","grocery_or_supermarket","International Food Store","33.8957065","-84.2849677","","3651 Shallowford Rd, Atlanta, GA 30340, USA","https://maps.google.com/?cid=2947754638775255355","(678) 691-2235"
"ChIJr0U0BUIG9YgRq4StqIACTu8","30329","grocery_or_supermarket","Whole Foods Market","33.8158203","-84.333212","http://www.wholefoodsmarket.com/stores/briarcliff?s=BCF","2111 Briarcliff Rd NE, Atlanta, GA 30329, USA","https://maps.google.com/?cid=17243722774857221291","(404) 634-7800"
"ChIJjT0jjN4J9YgR69a_iydumKw","30329","grocery_or_supermarket","Buford International Market","33.9058298","-84.2742598","http://www.aofwc.com/","ne 30340, 5600 Buford Hwy NE, Doraville, GA 30340, USA","https://maps.google.com/?cid=12436811487111010027","(770) 455-0770"
"ChIJoXe78d4J9YgRxbh9u0IqCK4","30329","food","Buford Highway Farmers Market","33.9058031","-84.27418449999999","http://www.aofwc.com/","5600 Buford Hwy NE, Atlanta, GA 30340, USA","https://maps.google.com/?cid=12540319628514932933","(770) 455-0770"
"ChIJ1XkZlusO9YgR-fEnXcILd20","30329","grocery_or_supermarket","BAKKAL INT'L FOODS","33.9102168","-84.3792036","http://www.bakkalinternational.com/","5690 Roswell Rd #100, Sandy Springs, GA 30342, USA","https://maps.google.com/?cid=7887786201777172985","(404) 847-9942"
"ChIJe8BxQRKn9YgR-uZmvmo9R08","30329","grocery_or_supermarket","Leon International Foods","33.898299","-84.24527069999999","http://www.leoninternationalfoods.com/","4000 Pleasantdale Rd, Doraville, GA 30340, USA","https://maps.google.com/?cid=5712602181013006074","(770) 416-6620"
"ChIJu57GrBUI9YgRqW6z4EV9hL4","30329","bakery","Publix Super Market at Shallowford Exchange","33.8622808","-84.28804699999999","http://www.publix.com/","2562 Shallowford Rd, Atlanta, GA 30345, USA","https://maps.google.com/?cid=13728235303208185513","(404) 636-1175"
"ChIJaaBaNhkF9YgR4hWFz2LuKYk","30329","bakery","Publix Super Market at Peachtree Battle SC","33.8208465","-84.38655129999999","http://www.publix.com/","2365 Peachtree Rd NE, Atlanta, GA 30305, USA","https://maps.google.com/?cid=9883692965397075426","(404) 869-6556"
"ChIJJ4zGwBqm9YgRLgTjpYfw9BM","30329","food","Acro International Food Distribution","33.857192","-84.1895289","","2689 Mountain Industrial Blvd, Tucker, GA 30084, USA","https://maps.google.com/?cid=1438038646432400430","(770) 934-2345"
"ChIJVSQgiHcD9YgR8YC-XnytxkM","30332","food","Gourmet Foods International","33.7479262","-84.39841659999999","http://www.gfifoods.com/","255 Ted Turner Dr SW, Atlanta, GA 30303, USA","https://maps.google.com/?cid=4883781595606974705","(404) 954-7600"
"ChIJ0eBlH_gE9YgRb-2vzkRkH-M","30332","pharmacy","Publix Pharmacy In Atlantic Station","33.7925987","-84.39628449999999","http://www.publix.com/","1380 Atlantic Dr NW Ste 14135, Atlanta, GA 30363, USA","https://maps.google.com/?cid=16365909817575861615","(404) 873-5060"
"ChIJ03mBjoIH9YgRmlvPFl07b60","30332","grocery_or_supermarket","Cherians International Groceries","33.7986531","-84.2794785","http://www.cherians.com/","751 Dekalb Industrial Way, Decatur, GA 30033, USA","https://maps.google.com/?cid=12497272761977101210","(404) 299-0842"
"ChIJ1XkZlusO9YgR-fEnXcILd20","30332","grocery_or_supermarket","BAKKAL INT'L FOODS","33.9102168","-84.3792036","http://www.bakkalinternational.com/","5690 Roswell Rd #100, Sandy Springs, GA 30342, USA","https://maps.google.com/?cid=7887786201777172985","(404) 847-9942"
"ChIJf0XhHPEQ9YgRS0ftb-9Bvdo","30332","grocery_or_supermarket","Nam Dae Mun Farmers Market","33.8822287","-84.48760419999999","http://www.ndmmarket.com/","2350 Spring Rd SE, Smyrna, GA 30096, USA","https://maps.google.com/?cid=15761826767497414475","(678) 309-0007"
"ChIJTdU_aYP99IgRPbtb5c7AfuI","30332","grocery_or_supermarket","International Food Concepts","33.6597091","-84.39355569999999","http://www.ifcgourmet.com/","3485 Empire Way SW # A, Atlanta, GA 30354, USA","https://maps.google.com/?cid=16320694094481046333","(404) 766-3000"
"ChIJhWw0HLji9IgR7rTgQCPlpZI","30332","grocery_or_supermarket","International Supermarket","33.6508856","-84.44987639999999","","3827 Main St, College Park, GA 30337, USA","https://maps.google.com/?cid=10567104040269821166","(404) 762-0661"
"ChIJVWfvp7Cp9YgROU2FCJctv_g","30332","grocery_or_supermarket","Al-Salam International Groceries","33.7852631","-84.2430603","http://www.al-salamstore.com/","3711 N Decatur Rd, Decatur, GA 30032, USA","https://maps.google.com/?cid=17924095168664128825","(404) 297-8163"
"ChIJhWw0HLji9IgR7rTgQCPlpZI","30331","grocery_or_supermarket","International Supermarket","33.6508856","-84.44987639999999","","3827 Main St, College Park, GA 30337, USA","https://maps.google.com/?cid=10567104040269821166","(404) 762-0661"
"ChIJd6oVqkEf9YgRWSRo65LkFuU","30331","grocery_or_supermarket","Dawn Food Products Inc","33.7476219","-84.5883546","http://www.dawnfoods.com/","2100 Thornton Rd # 300, Lithia Springs, GA 30122, USA","https://maps.google.com/?cid=16507632803838960729","(770) 577-4144"
"ChIJm08qexfi9IgRGsnxZORkSNc","30331","bakery","Publix Super Market at Princeton Lakes","33.65638790000001","-84.51077219999999","http://www.publix.com/","3730 Carmia Dr SW Ste 200, Atlanta, GA 30331, USA","https://maps.google.com/?cid=15512759848586561818","(404) 346-9253"
"ChIJuTjIIh0f9YgRGcccSBGFago","30331","point_of_interest","International Gourmet Foods","33.7355283","-84.56554779999999","http://www.igf-inc.com/","5550 Fulton Industrial Blvd SW, Atlanta, GA 30336, USA","https://maps.google.com/?cid=750558597181392665","(404) 349-6333"
"ChIJ91yLETQc9YgRCnydrKtb2ic","30331","department_store","Walmart Supercenter","33.7283007","-84.5079319","http://www.walmart.com/store/3741","1105 Research Center Drive Atlanta SW, Atlanta, GA 30331, USA","https://maps.google.com/?cid=2871708505295649802","(404) 260-6153"
"ChIJP3GwPmIa9YgROD_2OYsxMuE","30331","food","Core-Mark International Inc","33.8364649","-84.483023","http://www.core-mark.com/","4820 N Church Ln SE, Smyrna, GA 30080, USA","https://maps.google.com/?cid=16227086881411972920","(404) 792-2000"
"ChIJRdgB7H4Z9YgR4py-RCyRPEs","30331","pharmacy","Publix Pharmacy at Providence Pavilion","33.8057301","-84.52539030000001","http://www.publix.com/","1025 Veterans Memorial Hwy SE Ste 400, Mableton, GA 30126, USA","https://maps.google.com/?cid=5421367670765165794","(678) 398-3657"
"ChIJTdU_aYP99IgRPbtb5c7AfuI","30331","grocery_or_supermarket","International Food Concepts","33.6597091","-84.39355569999999","http://www.ifcgourmet.com/","3485 Empire Way SW # A, Atlanta, GA 30354, USA","https://maps.google.com/?cid=16320694094481046333","(404) 766-3000"
"ChIJy3Jf5xDi9IgR7Y8rdwaW7ss","30331","home_goods_store","Edible Arrangements","33.656375","-84.51391090000001","http://www.ediblearrangements.com/stores/3830-Princeton-Lakes-Ct-SW-Atlanta-GA-30331","3830 Princeton Lakes Way #700, Atlanta, GA 30331, USA","https://maps.google.com/?cid=14694847588669820909","(404) 346-1488"
"ChIJCf-swIT-9IgRD21NZKkbwhA","30331","grocery_or_supermarket","Lake City International Farmers Market","33.612621","-84.34723099999999","http://www.lakecityfarmersmarket.com/","5226 Jonesboro Rd, Morrow, GA 30260, USA","https://maps.google.com/?cid=1207558064434933007","(404) 366-3233"
"ChIJf0XhHPEQ9YgRS0ftb-9Bvdo","30331","grocery_or_supermarket","Nam Dae Mun Farmers Market","33.8822287","-84.48760419999999","http://www.ndmmarket.com/","2350 Spring Rd SE, Smyrna, GA 30096, USA","https://maps.google.com/?cid=15761826767497414475","(678) 309-0007"
"ChIJkx3DChQh9YgRUZrxFsG3ta4","30331","bakery","Publix Super Market at Paradise Crossing","33.7353445","-84.6688716","http://www.publix.com/","2675 Lee Rd, Lithia Springs, GA 30122, USA","https://maps.google.com/?cid=12589170373325593169","(770) 920-3471"
"ChIJpa2AUwbf9IgRDyjqg3gRZtQ","30331","pharmacy","Publix Pharmacy at Parkway Village","33.6124915","-84.60989880000001","http://www.publix.com/","5370 Campbellton Fairburn Rd, Fairburn, GA 30213, USA","https://maps.google.com/?cid=15304939592972118031","(770) 774-3605"
"ChIJicJ1MNwQ9YgRmXhxnhegdJ8","30331","grocery_or_supermarket","Cayce Foods Inc","33.8909654","-84.5039525","http://www.caycefoods.com/","1680 Roswell St SE, Smyrna, GA 30080, USA","https://maps.google.com/?cid=11489984572631906457","(770) 432-6967"
"ChIJvSz3L5Ua9YgRoJrV73JMPJ8","30331","moving_company","Darling International Inc","33.8294915","-84.46092809999999","https://www.darlingii.com/","5076 S Atlanta Rd SE, Smyrna, GA 30080, USA","https://maps.google.com/?cid=11474130007166917280","(404) 605-0050"
"ChIJUd3f7aZ19YgRwefYwG2w-Oo","30009","grocery_or_supermarket","International Gourmet Foods","34.0691374","-84.29704409999999","","222 S Main St, Alpharetta, GA 30009, USA","https://maps.google.com/?cid=16931476784532744129","(678) 566-1399"
"ChIJJyI9ue109YgRoff4qPee5c4","30009","grocery_or_supermarket","Super Global International Food Market","34.054059","-84.3287","","11235 Alpharetta Hwy # 111, Roswell, GA 30076, USA","https://maps.google.com/?cid=14908496928008894369","(770) 619-2966"
"ChIJXRK-XiwL9YgRTnNRG6U3s_U","30009","bakery","Publix Super Market at King's Market","34.0179485","-84.3198737","http://www.publix.com/","1425 Market Blvd Ste 600, Roswell, GA 30076, USA","https://maps.google.com/?cid=17704555742391006030","(770) 640-6035"
"ChIJWwuRa6F19YgRsdZl7I-FZMw","30009","grocery_or_supermarket","Walmart Neighborhood Market","34.06940900000001","-84.29524499999999","http://www.walmart.com/store/3186","11770 Haynes Bridge Rd, Alpharetta, GA 30009, USA","https://maps.google.com/?cid=14728043534601279153","(678) 259-2386"
"ChIJP1t8taN19YgRICaOYmYCaOA","30009","pharmacy","Publix Pharmacy at Alpharetta","34.07306879999999","-84.2938444","http://www.publix.com/","11800 Haynes Bridge Rd Ste B, Alpharetta, GA 30009, USA","https://maps.google.com/?cid=16170177100837168672","(770) 752-4966"
"ChIJOwNiKN2e9YgRkl4kNsxgZws","30009","grocery_or_supermarket","Super Global International Food Market","34.07163250000001","-84.20487519999999","","11880 Douglas Rd, Alpharetta, GA 30005, USA","https://maps.google.com/?cid=821731887216352914","(770) 663-8823"
"ChIJS0d-9NUK9YgRgD3Ppx-T8wg","30009","point_of_interest","Unilever Best Foods","34.0223902","-84.31177839999999","http://www.unilever.com/","1000 Holcomb Woods Pkwy #416, Roswell, GA 30076, USA","https://maps.google.com/?cid=645020935812758912","(770) 643-0577"
"ChIJyWQJbHh09YgRgiRZV15Ka9I","30009","bakery","Publix Super Market at Village Walk Shopping Center","34.0793628","-84.3574273","http://www.publix.com/","270 Rucker Rd, Alpharetta, GA 30004, USA","https://maps.google.com/?cid=15162294339525747842","(770) 360-5591"
"ChIJq6lXk-Kb9YgRP9wPYL_olq0","30009","grocery_or_supermarket","Cherians International Fresh Market","34.1054843","-84.17610639999999","http://cherians.com/","2255 Callaway Ct, Cumming, GA 30041, USA","https://maps.google.com/?cid=12508440923716181055","(770) 888-4141"
